Entity1	Entity2	Strength
腊肠	脱氢乙酸	1
油豆腐	脱氢乙酸	1
柑	克百威	1
全精肉	磺胺类	1
三黄鸡	环丙沙星	1
三黄鸡	呋喃唑酮	1
白菜	毒死蜱	1
青鱼	毒死蜱	1
活黑鱼	孔雀石绿	1
蔬菜	孔雀石绿	1
糕点	苯甲酸	1
糕点	山梨酸	1
水产品	铅	1
菜籽油	铅	1
鸭蛋	苯甲酸	1
山药	苯甲酸	1
瓜子	黄曲霉毒素B1	1
休闲食品	亮蓝	1
陈皮	糖精钠	1
三黄鸡	氯霉素	1
鸭	氯霉素	1
香芹	甲拌磷	1
辣椒酱	二氧化硫	1
羊排	脱氢乙酸	1
青砖茶	铅	1
蔬菜	环丙沙星	1
猪肉	氯丙嗪	1
姜	甲拌磷	1
水产	铅	1
鸡	挥发性盐基氮	1
红虾	镉	1
缸豆	水胺硫磷	1
蜜桔	乐果	1
腐竹	苯甲酸	1
云南蜜桔	丙溴磷	1
鸡肉	多西环素	1
土鸡	氯霉素	1
萝卜	防腐剂	1
生姜	防腐剂	1
金针菇	防腐剂	1
金针菇	山梨酸	1
鲜味生抽无碘酱油	碘	1
酿造酱油	碘	1
桂花	苯甲酸	1
桂花	防腐剂	1
香醋	防腐剂	1
水产	呋喃妥因代谢物	1
淡水虾	呋喃妥因代谢物	1
龙虾	呋喃妥因代谢物	1
柑桔	丙溴磷	1
海水虾	呋喃妥因代谢物	1
梭子蟹	呋喃它酮代谢物	1
梭子蟹	呋喃妥因代谢物	1
中黄鱼	氯霉素	1
乌鸡	土霉素	1
土鸡	土霉素	1
鸡	土霉素	1
番茄	糖精钠	1
山药	糖精钠	1
牛肉	镉	1
酸菜	二氧化硫	1
陈皮	铅	1
黄瓜鱼	恩诺沙星	1
黄瓜鱼	环丙沙星	1
放养鸡	氯霉素	1
牛肉	糖精钠	1
香辣萝卜	二氧化硫	1
黄花鱼	挥发性盐基氮	1
橙子	三唑磷	1
菠菜	净	1
南瓜玉米糊	黄曲霉毒素B1	1
青枣	乐果	1
沙糖橘	丙溴磷	1
砂糖桔	丙溴磷	1
冰糖	丙溴磷	1
虾	呋喃西林代谢物	1
甜面酱	苯甲酸	1
米粉	叶酸	1
红辣椒	防腐剂	1
辣椒	防腐剂	1
牛肉	防腐剂	1
婴儿配方奶粉	核苷酸	1
蔬菜	水胺硫磷	1
葡萄酒	总酸	1
葡萄酒	酚酞	1
黑木耳	大肠杆菌	1
胡萝卜	大肠杆菌	1
番茄	霉菌	1
香菇	大肠杆菌	1
香菇	金黄色葡萄球菌	1
黑木耳	金黄色葡萄球菌	1
竹荪	粗多糖	1
调味料	那可丁	1
调味料	罂粟碱	1
调味料	吗啡	1
配制酒	甜蜜素	1
茶叶	草甘膦	1
饼干	亚硝酸盐	1
薯片	亚硝酸盐	1
牛肝菌	胆碱	1
鸭	能量	1
酱油	食盐	1
味精	食盐	1
调味料	食盐	1
烤鳕鱼	甲醛	1
饺子	亚硝酸盐	1
饼干	大肠杆菌	1
杏仁	柠檬黄	1
豆腐干	防腐剂	1
五香豆	脱氢乙酸	1
五香豆	防腐剂	1
五香豆	山梨酸	1
发糕	铝	1
面条	铝	1
水产品	克仑特罗	1
茶叶	硒	1
蔬菜	硝酸盐	1
蔬菜	亚硝酸盐	1
火腿	防腐剂	1
火腿	亚硝酸盐	1
腌腊肉	防腐剂	1
腌腊肉	亚硝酸盐	1
咸菜	茶多酚	1
矿泉水	碘	1
紫菜	碘	1
拉面	铅	1
菠菜	硝酸盐	1
鸡	大肠杆菌	1
调味面制品	环已基氨基磺酸钠	1
调味面制品	甜蜜素	1
调味料	防腐剂	1
菜籽油	亚麻酸	1
葵花籽	亚麻酸	1
葵花籽	亚油酸	1
勺子	铁	1
蟹	全氮	1
蟹	氨基酸态氮	1
酱油	铁	1
酿造酱油	铁	1
酱油	全氮	1
白酒	三聚氰胺	1
白酒	苯并芘	1
糕点	能量	1
水产	总砷	1
水产	无机砷	1
茶叶	茶多酚	1
绿茶	总灰分	1
茶叶	总灰分	1
茶叶	灰分	1
蜂蜜	锌	1
蜂蜜	铜	1
红糖	能量	1
面包	食盐	1
小龙虾	铅	1
小龙虾	镉	1
内酯豆腐	钙	1
豆腐	钙	1
草莓	胭脂红	1
小白菜	亚硝酸盐	1
菠菜	亚硝酸盐	1
黄瓜	亚硝酸盐	1
大白菜	亚硝酸盐	1
水产品	糖精钠	1
食用油	防腐剂	1
猪肉	沙门氏菌	1
鸡肉	沙门氏菌	1
糖果	沙门氏菌	1
草莓	诱惑红	1
草莓	赤藓红	1
饮用水	氯化钾	1
矿泉水	氯化钾	1
茶叶	锌	1
黑茶	防腐剂	1
豆浆	钙	1
红糖	钙	1
蔬菜	叶酸	1
菠菜	叶酸	1
茶叶	能量	1
水产品	沙门氏菌	1
水产品	阪崎肠杆菌	1
蔬菜	沙门氏菌	1
蔬菜	阪崎肠杆菌	1
鸡蛋	阪崎肠杆菌	1
鸡蛋	副溶血性弧菌	1
白开水	咖啡因	1
薯片	碳水化合物	1
薯片	苯并芘	1
香肠	防腐剂	1
饼干	防腐剂	1
酱油	防腐剂	1
幼儿配方奶粉	三聚氰胺	1
玉米馒头	柠檬黄	1
蛋糕	铬	1
蛋糕	铅	1
蛋糕	无机砷	1
饼干	铬	1
饼干	铅	1
饼干	无机砷	1
饺子	金黄色葡萄球菌	1
猪肉	亚硝酸盐	1
薯片	铝	1
配制酒	西地那非	1
猕猴桃	硒	1
猕猴桃	铁	1
猕猴桃	钙	1
调味料	阿维菌素	1
卡拉胶	胭脂红	1
卡拉胶	苋菜红	1
米粉	胭脂红	1
米粉	苋菜红	1
羊肉	碳水化合物	1
豆浆	硒	1
鸡蛋	锌	1
鸡蛋	硒	1
草莓	钙	1
火腿	盐分	1
香肠	盐分	1
酱油	盐分	1
味精	盐分	1
小麦粉	钙	1
小麦粉	锌	1
糕点	金黄色葡萄球菌	1
糕点	糖精钠	1
曲奇饼干	茶多酚	1
饼干	茶多酚	1
饮用水	霉菌	1
调味料	苯甲酸	1
调味料	二氧化硫	1
调味料	苋菜红	1
调味料	胭脂红	1
水产品	苯甲酸	1
水产品	胭脂红	1
水产品	亚硫酸盐	1
海米	苯甲酸	1
海米	胭脂红	1
大米	防腐剂	1
马铃薯	大肠杆菌	1
碳烤马面鱼片	谷氨酸钠	1
味丹味精	山梨酸	1
满口香	铅	1
瓜子	铅	1
牛肉	铅	1
红果	阪崎肠杆菌	1
红果	泛酸	1
红果	牛磺酸	1
婴儿配方奶粉	牛磺酸	1
茉莉花茶	稀土	1
茶叶	稀土	1
葵花籽	苯甲酸	1
葵花籽	亚硫酸盐	1
海米	铅	1
油菜蜂花粉	苯甲酸	1
油菜蜂花粉	铅	1
油菜蜂花粉	亚硫酸盐	1
生姜	三聚氰胺	1
火腿肠	三聚氰胺	1
馒头	三聚氰胺	1
大米	净	1
啤酒	能量	1
蔬菜	百菌清	1
黄瓜	多菌灵	1
黄瓜	敌敌畏	1
草莓	多菌灵	1
草莓	敌敌畏	1
板鸭	亚硝酸盐	1
鸭	亚硝酸盐	1
绿茶	咖啡因	1
红茶	咖啡因	1
蟹	碘	1
龙虾	碘	1
虾	碘	1
卡拉胶	沙丁胺醇	1
丝瓜	碳水化合物	1
丝瓜	能量	1
胡萝卜	锌	1
蜂蜜	甜蜜素	1
蜂蜜	能量	1
粽子	能量	1
食用油	赭曲霉毒素A	1
蜂蜜	苯甲酸	1
凤爪	甲醛	1
小麦粉	铝	1
酱油	苯甲酸	1
葡萄酒	铜	1
大豆油	亚油酸	1
铁观音	稀土	1
蔬菜	甲胺磷	1
竹荪	镉	1
植脂末	防腐剂	1
茶叶	防腐剂	1
杯	咖啡因	1
猪肉	食盐	1
螃蟹	食盐	1
牛肉	食盐	1
饺子	甲醛	1
杏仁	沙门氏菌	1
花生酱	沙门氏菌	1
月饼	诱惑红	1
饼干	二氧化硫	1
火腿	诱惑红	1
腌腊肉	日落黄	1
开心果	谷氨酸钠	1
味精	霉菌	1
红梅大师傅味精	罗丹明B	1
饮用水	盐分	1
鸭	莱克多巴胺	1
麻辣	莱克多巴胺	1
麻辣	亚硝酸盐	1
卤猪肚	亚硝酸盐	1
小龙虾	亚硫酸盐	1
白酒	邻苯二甲酸二丁酯	1
荔枝	食盐	1
猕猴桃	甲醇	1
核桃仁	铬	1
核桃仁	锰	1
核桃仁	硒	1
核桃仁	净	1
猪肉	钙	1
鸡蛋	钙	1
核桃仁	钙	1
鸭蛋	碘	1
白砂糖	碳水化合物	1
白砂糖	甜蜜素	1
白砂糖	阿斯巴甜	1
饼干	碳水化合物	1
饼干	能量	1
月饼	能量	1
蔬菜	能量	1
河蟹	镉	1
龙虾	镉	1
蔬菜	甲醛	1
菠菜	铁	1
沙丁鱼	硒	1
虾	硒	1
大蒜	硒	1
鸭蛋	孔雀石绿	1
鸭蛋	三聚氰胺	1
水产品	食盐	1
休闲食品	能量	1
牛肉	大肠杆菌	1
淡水鱼	呋喃唑酮	1
鸡肉	呋喃唑酮	1
虾	能量	1
荔枝	氯吡脲	1
香蕉	氯吡脲	1
胡萝卜	叶酸	1
豆腐	硒	1
酸菜	亚硝酸盐	1
茶叶	亚硝酸盐	1
大蒜	亚硝酸盐	1
牛肉	铁	1
蟹	锌	1
虾	锌	1
糕点	耗氧量	1
饮用水	食盐	1
蔬菜	硒	1
蔬菜	防腐剂	1
生姜	乐果	1
山东姜	乐果	1
山东姜	甲拌磷	1
酱油	碳水化合物	1
酱油	谷氨酸钠	1
馒头	碳水化合物	1
大米	铅	1
水产品	二氧化硫	1
水产品	亚硝酸盐	1
婴儿配方奶粉	碳水化合物	1
鸡蛋	三聚氰胺	1
食用油	铁	1
豆浆	能量	1
面包	能量	1
纯牛奶	铁	1
纯牛奶	锌	1
纯牛奶	碳水化合物	1
鸡蛋	碳水化合物	1
鸡蛋	能量	1
馒头	能量	1
面包	碳水化合物	1
三文治	能量	1
吐司	能量	1
红糖	净	1
馒头	泛酸	1
面条	泛酸	1
面包	泛酸	1
饼干	食盐	1
鸡蛋	食盐	1
白砂糖	食盐	1
西红柿	防腐剂	1
西红柿	亚硝酸盐	1
酱油	总砷	1
白菜	甲醛	1
泡椒	苯甲酸	1
香辣金针菇	苯甲酸	1
幼儿配方奶粉	碘	1
白酒	氰化物	1
杏仁	氰化物	1
大米	铁	1
黄酒	锌	1
白酒	防腐剂	1
腌菜	铅	1
腌菜	敌敌畏	1
饮用水	三聚氰胺	1
饮用水	咖啡因	1
精制加碘盐	食盐	1
水产品	日落黄	1
辣椒	日落黄	1
调味料	日落黄	1
牛肉	能量	1
纯净水	霉菌	1
饮用纯净水	霉菌	1
葡萄酒	干浸出物	1
枸杞	干浸出物	1
月饼	金黄色葡萄球菌	1
黄花菜	亚硫酸盐	1
月饼	铝	1
蔬菜	食盐	1
泡菜	食盐	1
泡菜	亚硝酸盐	1
泡菜	硝酸盐	1
鸭蛋	敌敌畏	1
馒头	敌敌畏	1
火腿	敌敌畏	1
蔬菜	甜蜜素	1
辣椒	甜蜜素	1
花生油	硒	1
粽子	硒	1
大米	硒	1
畜禽肉	氯霉素	1
牛肉	金黄色葡萄球菌	1
鹅	金黄色葡萄球菌	1
鸡蛋	亚油酸	1
蜂蜜	食盐	1
白开水	食盐	1
蜂蜜	钙	1
桑葚	铁	1
茶叶	食盐	1
皮蛋	食盐	1
花生油	苯并芘	1
金龙鱼	黄曲霉毒素B1	1
金龙鱼	苯并芘	1
食用油	黄曲霉毒素B1	1
食用油	苯并芘	1
水产品	防腐剂	1
葡萄酒	多菌灵	1
鸡	三聚氰胺	1
卡拉胶	铁	1
卡拉胶	钙	1
生菜	沙门氏菌	1
菠菜粉	沙门氏菌	1
瓜子	脱氢乙酸	1
大豆油	草甘膦	1
菜籽油	草甘膦	1
食用油	草甘膦	1
酱油	亚硝酸盐	1
大米	钙	1
茶叶	钙	1
茶叶	硝酸盐	1
开心果	油酸	1
开心果	叶黄素	1
番茄	防腐剂	1
卡拉胶	柠檬黄	1
卡拉胶	亮蓝	1
卡拉胶	阿斯巴甜	1
饺子	三聚氰胺	1
腌菜	防腐剂	1
红烧肉	乙基麦芽酚	1
蟹	能量	1
幼儿配方奶粉	净	1
花生油	邻苯二甲酸二丁酯	1
老陈醋	铝	1
糖蒜	亚硫酸盐	1
糖姜片	亚硫酸盐	1
糖姜片	糖精钠	1
食用油	非脂乳固体	1
水产品	铬	1
蔬菜	铬	1
黑芝麻	硒	1
山花蜂蜜	钙	1
油菜花粉	钙	1
水煮花生	甲醛	1
米粉	诱惑红	1
调味面制食品	铝	1
调味面制食品	甜蜜素	1
小麦粉	食盐	1
面条	食盐	1
糕点	铝	1
月饼	糖精钠	1
水产	防腐剂	1
茶叶	啶虫脒	1
牛肉	三聚氰胺	1
水产品	叶黄素	1
水产品	牛磺酸	1
瓜子	锌	1
蔬菜	铁	1
蔬菜	碳水化合物	1
蔬菜	钙	1
菠菜	碳水化合物	1
菠菜	钙	1
海米	钙	1
土豆	碳水化合物	1
土豆	钙	1
土豆	叶酸	1
土豆	能量	1
面条	铅	1
水豆腐	钙	1
饼干	钙	1
糖果	钙	1
蛋糕	碳水化合物	1
月饼	山梨酸	1
月饼	甜蜜素	1
蛋糕	大肠杆菌	1
榴莲蛋糕	大肠杆菌	1
红茶	铁	1
调味料	铁	1
马铃薯	钙	1
马铃薯	锌	1
马铃薯	硒	1
馒头	钙	1
馒头	锌	1
馒头	硒	1
猪肉	柠檬黄	1
蒸奶香蛋糕	脱氢乙酸	1
蒸奶香蛋糕	糖精钠	1
香辣鸡肉汉堡	糖精钠	1
鸡	山梨酸	1
鸭肉	柠檬黄	1
豆芽	亚硝酸盐	1
酱腌菜	金黄色葡萄球菌	1
豆腐	铅	1
豆腐	金黄色葡萄球菌	1
蔬菜	低聚果糖	1
蜂蜜	低聚果糖	1
大蒜	低聚果糖	1
糕点	低聚果糖	1
糖果	低聚果糖	1
蜂蜜	铝	1
饮用水	铝	1
香蕉	金黄色葡萄球菌	1
蜂蜜	呋喃唑酮	1
果丹皮	甜蜜素	1
雪梅	二氧化硫	1
凉皮	环己基氨基磺酸钠	1
调味面制食品	环己基氨基磺酸钠	1
海米	铝	1
红豆蛋糕	柠檬黄	1
烤鸭	孔雀石绿	1
大米	稀土	1
蔬菜	稀土	1
绿茶	稀土	1
菠菜	稀土	1
豆芽	防腐剂	1
萝卜	大肠杆菌	1
饺子	大肠杆菌	1
包子	大肠杆菌	1
香菇	钙	1
核桃仁	亚油酸	1
饼干	低聚果糖	1
草莓	低聚果糖	1
酱鸭	大肠杆菌	1
猪肉	三聚氰胺	1
饼干	苯甲酸	1
饼干	山梨酸	1
饼干	沙门氏菌	1
糕点	沙门氏菌	1
糕点	亚硝酸盐	1
鳊鱼	铝	1
内酯豆腐	硝基呋喃代谢物	1
鳊鱼	硝基呋喃代谢物	1
东北大米	苯甲酸	1
瓜子	二氧化硫	1
葡萄酒	安赛蜜	1
白酒	安赛蜜	1
饮用水	草甘膦	1
草莓	防腐剂	1
猪肝	莱克多巴胺	1
薯片	莱克多巴胺	1
蜂王浆	日落黄	1
蜂王浆	呋喃西林代谢物	1
蜂王浆	金黄色葡萄球菌	1
猪肝	氯霉素	1
猪肝	呋喃西林代谢物	1
薯片	氯霉素	1
薯片	呋喃西林代谢物	1
婴儿配方奶粉	铅	1
可可粉	镉	1
大蒜	镉	1
牛肉	沙门氏菌	1
海苔	苯甲酸	1
味精	亚硝酸盐	1
鸭肉	亚硝酸盐	1
手剥巴旦木	二氧化硫	1
馒头	脱氧雪腐镰刀菌烯醇	1
黑芝麻	霉菌	1
多花种蜂蜜	霉菌	1
红豆	防腐剂	1
猪肝	克伦特罗	1
猪头肉	铜	1
柑桔	甲醇	1
饮用水	能量	1
土豆	二氧化硫	1
包子	能量	1
牛肉	碳水化合物	1
绿茶	防腐剂	1
白砂糖	防腐剂	1
杏仁	钙	1
杏仁	锌	1
杏仁	硒	1
大米	锰	1
水产品	罗丹明B	1
大米	罗丹明B	1
米粉	铅	1
青辣椒	乐果	1
青辣椒	敌敌畏	1
香菇	乐果	1
香菇	敌敌畏	1
蔬菜	敌敌畏	1
开心果	铜	1
开心果	碳水化合物	1
韭菜	能量	1
羊后腿肉	磺胺类	1
羊腿肉	土霉素	1
白酒	环已基氨基磺酸钠	1
茶叶	咖啡因	1
红米	钙	1
红米	硒	1
白菜	叶酸	1
西红柿	叶酸	1
芥菜	硝酸盐	1
月饼	霉菌	1
月饼	苯甲酸	1
月饼	纳他霉素	1
辣椒	亚硝酸盐	1
咸鸭蛋	敌敌畏	1
大米	敌敌畏	1
米粉	三聚氰胺	1
橙子	罗丹明B	1
腐竹	罗丹明B	1
生煎包	灰分	1
酸辣粉	碳水化合物	1
酸辣粉	盐分	1
糖果	铝	1
白酒	莱克多巴胺	1
糕点	莱克多巴胺	1
皮蛋	镉	1
茶叶	镉	1
红高粱	总酯	1
稻花香	总酯	1
粉条	防腐剂	1
粉条	镉	1
酱油	二氧化硫	1
酱油	镉	1
糖果	二氧化硫	1
糖果	镉	1
水产品	硝基呋喃代谢物	1
饮用水	沙门氏菌	1
饮用水	金黄色葡萄球菌	1
瓜子	钙	1
瓜子	亚油酸	1
瓜子	硒	1
食用油	能量	1
幼儿配方奶粉	叶黄素	1
纯净水	防腐剂	1
小麦粉	防腐剂	1
阳春面	防腐剂	1
料酒	谷氨酸钠	1
料酒	防腐剂	1
水产	金黄色葡萄球菌	1
小馒头	含盐量	1
饼干	含盐量	1
酱油	含盐量	1
饼干	锌	1
豆角	甲醛	1
姜	甲醛	1
大白菜	甲醛	1
大米	亚硝酸盐	1
竹盐	食盐	1
蔬菜	氯霉素	1
香蕉	脱氢乙酸	1
香蕉	防腐剂	1
红辣椒	二氧化硫	1
可可豆	环己基氨基磺酸钠	1
可可豆	甜蜜素	1
酱油	日落黄	1
酱菜	日落黄	1
萝卜条	日落黄	1
小磨香油	油酸	1
凤爪	防腐剂	1
香干	防腐剂	1
馒头	镉	1
水产品	霉菌	1
白开水	能量	1
虾皮	钙	1
橘子	钙	1
猕猴桃	叶黄素	1
饮用水	铁	1
调味料	谷氨酸钠	1
桃酥	防腐剂	1
上官之珠饮用天然水	耗氧量	1
上官之珠饮用天然水	亚硝酸盐	1
果肉果冻	日落黄	1
酱肉	金黄色葡萄球菌	1
可可豆	防腐剂	1
猪肉	净	1
豆浆	铜	1
白酒	硒	1
休闲食品	硒	1
杯	铜	1
猕猴桃	铜	1
蔬菜	溶解度	1
草莓	百菌清	1
话梅	防腐剂	1
话梅	亚硝酸盐	1
奶茶	钙	1
啤酒	钙	1
三明治	食盐	1
奇异果	能量	1
橙子	碳水化合物	1
绿茶	霉菌	1
枸杞	二氧化硫	1
枸杞	铅	1
绿豆	防腐剂	1
红茶	防腐剂	1
三明治	大肠杆菌	1
面包	大肠杆菌	1
龙井茶	稀土	1
红茶	稀土	1
绿茶	茶多酚	1
百合	能量	1
酱油	钙	1
普通鸡蛋	钙	1
卡拉胶	硒	1
婴儿配方奶粉	三聚氰胺	1
榨菜丝	能量	1
草莓	涕灭威	1
梨	铜	1
萝卜	叶酸	1
芥菜	叶酸	1
三明治	盐分	1
面包	盐分	1
猪肉	碳水化合物	1
食用油	碳水化合物	1
面团	三聚氰胺	1
纯净水	氯化钾	1
豆腐	霉菌	1
牛肉	氯化钠	1
饮用水	三氯甲烷	1
草莓	硝酸盐	1
焦糖味瓜子	滑石粉	1
瓜子	滑石粉	1
瓜子	铝	1
鸡蛋	大肠杆菌	1
水产	硒	1
杯	钙	1
饮用水	钙	1
水杯	钙	1
奇异果	钙	1
陈皮	防腐剂	1
烤鱼片	霉菌	1
米粉	镉	1
羊肉	三聚氰胺	1
婴儿配方奶粉	棕榈酸	1
葡萄酒	碳水化合物	1
泡菜	碳水化合物	1
葡萄酒	溶解度	1
麻饼	苯甲酸	1
麻饼	防腐剂	1
茶干	苯甲酸	1
茶干	防腐剂	1
豆腐	防腐剂	1
面条	二氧化硫	1
猪肉	胭脂红	1
牛肉	胭脂红	1
味精	胭脂红	1
菜豆	金黄色葡萄球菌	1
菜豆	亚硝酸盐	1
卤肉	沙门氏菌	1
卤肉	亚硝酸盐	1
卤肉	金黄色葡萄球菌	1
黄花鱼	柠檬黄	1
粉丝	食盐	1
海苔	钙	1
酿造酱油	钙	1
面条	碳水化合物	1
挂面	铁	1
挂面	钙	1
挂面	锌	1
面条	铁	1
面条	钙	1
面条	锌	1
酱油	能量	1
海苔	稀土	1
胡萝卜	铅	1
芹菜	钙	1
方便食品	防腐剂	1
纯牛奶	钙	1
米粉	大肠杆菌	1
幼儿配方奶粉	铵盐	1
饮用水	硒	1
鸡精调味料	甜蜜素	1
火腿肠	苯甲酸	1
火腿肠	胭脂红	1
火腿肠	防腐剂	1
水面	食盐	1
味精	溶解度	1
味精	锌	1
酸菜	钙	1
味精	核苷酸	1
茶叶	铁	1
橙汁	多菌灵	1
饮用水	铅	1
茶叶	吡虫啉	1
白菜	多菌灵	1
白菜	咪鲜胺	1
面筋	三聚氰胺	1
饮用水	偏硅酸	1
饮用山泉水	溴酸盐	1
酱腌菜	山梨酸	1
酱腌菜	大肠杆菌	1
白砂糖	铁	1
葛根粉	西地那非	1
火腿肠	含盐量	1
花卷	含盐量	1
枸杞	钙	1
枸杞	四氯化碳	1
葵花籽	胆碱	1
小葱	钙	1
牛肉	锌	1
鸡肉	铁	1
鸡肉	锌	1
草莓	能量	1
米粉	食盐	1
大豆油	铜	1
葵花籽	铜	1
特级初榨橄榄油	铜	1
蛋糕	柠檬黄	1
蛋糕	日落黄	1
乌鳢	孔雀石绿	1
葡萄酒	三聚氰胺	1
鸡爪	防腐剂	1
大米	三聚氰胺	1
豆干	二氧化硫	1
豆皮	二氧化硫	1
蔬菜	三聚氰胺	1
食用油	三聚氰胺	1
金针菇	铁	1
金针菇	钙	1
辣椒	铜	1
纯净水	溴酸盐	1
饮用水	氯化物	1
小麦粉	灰分	1
糕点	灰分	1
葵花籽	油酸	1
梨	硒	1
小麦粉	溴酸盐	1
酱腌菜	二氧化硫	1
酱腌菜	亚硝酸盐	1
蛋糕	能量	1
啤酒	铁	1
饮用纯净水	能量	1
矿泉水	能量	1
猪头肉	铝	1
油条	沙门氏菌	1
鸭肉	食盐	1
鸭肉	铁	1
鸭肉	碳水化合物	1
鸭肉	钙	1
咸菜	食盐	1
咸肉	食盐	1
宁夏枸杞	铅	1
黄精	格列本脲	1
黄精	盐酸苯乙双胍	1
黑茶	能量	1
龙虾	罂粟碱	1
糕点	大肠杆菌	1
牛肉	那可丁	1
牛肉	罂粟碱	1
牛肉	吗啡	1
食用油	亚硝酸盐	1
小麦粉	胭脂红	1
年糕	防腐剂	1
猪肉	甲醛	1
白酒	锰	1
米面	甲醛	1
米面	亚硝酸盐	1
纯净水	沙门氏菌	1
小面筋	苯甲酸	1
小面筋	糖精钠	1
亲嘴烧	苯甲酸	1
亲嘴烧	糖精钠	1
调味面制品	糖精钠	1
橙	碘	1
月饼	甲醛	1
乌贼	铜	1
海蜇	铜	1
虾	铜	1
胡萝卜	叶黄素	1
菠菜	叶黄素	1
麻辣豆干	山梨酸	1
牛排	沙门氏菌	1
陈皮	能量	1
乌梅	能量	1
东鹏特饮维生素功能饮料	牛磺酸	1
爆米花	能量	1
薯片	能量	1
白砂糖	能量	1
豆芽菜	沙门氏菌	1
配制酒	苯甲酸	1
配制酒	安赛蜜	1
蜂蜜	大肠杆菌	1
月饼	铅	1
黑木耳	钙	1
土豆	镉	1
苹果汁	无机砷	1
食用油	甲醇	1
菜籽油	黄曲霉毒素B1	1
小龙虾	孔雀石绿	1
牛肉	柠檬黄	1
火腿	氯化钾	1
卡拉胶	氯化钾	1
高粱	胭脂红	1
高粱	诱惑红	1
高粱	赤藓红	1
大米	胭脂红	1
大米	诱惑红	1
大米	赤藓红	1
鸡蛋	胆碱	1
花生酱	能量	1
麻辣	防腐剂	1
花椒	食盐	1
鸡肉	胭脂红	1
生鸡肉	沙门氏菌	1
鸡	沙门氏菌	1
肉鸡	沙门氏菌	1
牛肉干	金黄色葡萄球菌	1
米粉	二氧化硫	1
蛋糕	荧光性物质	1
米线	甲醛	1
小米辣	食盐	1
泡椒	食盐	1
牛干巴	食盐	1
牛干巴	亚硝酸盐	1
肉鸡	金刚烷胺	1
肉鸡	地塞米松	1
蔬菜	二氧化硫	1
食用油	甲醛	1
油条	苯并芘	1
鱿鱼	甲醛	1
米酒	敌敌畏	1
米酒	三聚氰胺	1
鳝鱼	敌敌畏	1
鳝鱼	三聚氰胺	1
胡萝卜	钙	1
杯	镉	1
水杯	镉	1
草莓	丙溴磷	1
饮用水	碘	1
猪头肉	日落黄	1
配制酒	日落黄	1
糖果	日落黄	1
腊肉	防腐剂	1
硒米	硒	1
油条	甲醛	1
油条	糖精钠	1
包子	甲醛	1
馅饼	铝	1
馅饼	甲醛	1
馅饼	糖精钠	1
水产	沙丁胺醇	1
二锅头	氰化物	1
冻鱿鱼	甲醛	1
畜禽肉	呋喃唑酮	1
畜禽肉	沙丁胺醇	1
啤酒	还原糖	1
黄酒	三聚氰胺	1
冰糖	甜蜜素	1
冰糖	食盐	1
调味料	甜蜜素	1
香蕉	叶黄素	1
苋菜	钙	1
水产	钙	1
中豆腐	钙	1
蔬菜	叶黄素	1
奶茶	沙门氏菌	1
奶茶	金黄色葡萄球菌	1
奶茶	单核细胞增生李斯特氏菌	1
五谷杂粮	金黄色葡萄球菌	1
鸡心	甲醇	1
鸡肉	地塞米松	1
酱油	黄曲霉毒素B1	1
水产品	磺胺类	1
豇豆	硝酸盐	1
豇豆	亚硝酸盐	1
芹菜	硝酸盐	1
芹菜	亚硝酸盐	1
配制酒	甲醇	1
水产品	呋喃唑酮	1
茶叶	水浸出物	1
酱油	丙二醇	1
鸡蛋	氯化钠	1
鸡蛋	甲醇	1
蔬菜	胆碱	1
豆芽	三聚氰胺	1
蜂蜜	三聚氰胺	1
葡萄酒	防腐剂	1
葡萄酒	还原糖	1
蜂蜜	还原糖	1
马铃薯	碳水化合物	1
鸭蛋	土霉素	1
鸭蛋	多西环素	1
啤酒	甲醇	1
大米	铬	1
大米	能量	1
饮用水	细菌总数	1
白酒	丙酸	1
奶茶	氯化钠	1
红茶	氯化钠	1
猪肉	亚油酸	1
羊肉	油酸	1
羊肉	亚油酸	1
羊肉	熔点	1
猪肉	熔点	1
猪肉	油酸	1
牛肉	熔点	1
牛肉	油酸	1
牛肉	亚油酸	1
酱腌菜	脱氢乙酸	1
糕点	脱氢乙酸	1
火腿肠	脱氢乙酸	1
方竹笋	灰分	1
杏仁	大肠杆菌	1
茯砖茶	丙二醛	1
香蕉	霉菌	1
调味料	氨基酸态氮	1
韭菜	亚硝酸盐	1
湿面	食盐	1
韭菜	食盐	1
杯	硝酸盐	1
杯	亚硝酸盐	1
水产品	副溶血性弧菌	1
大米	黄曲霉毒素B1	1
饼干	赭曲霉毒素A	1
饼干	甲醇	1
啤酒	赭曲霉毒素A	1
大豆油	乙基麦芽酚	1
牛肉	盐分	1
畜禽肉	沙门氏菌	1
畜禽肉	大肠杆菌	1
茶叶	阿维菌素	1
蔬菜	呋喃唑酮	1
蔬菜	氟	1
猪肉	呋喃唑酮	1
猪肉	氟	1
蔬菜	丙溴磷	1
饮用水	大肠杆菌	1
葡萄酒	碘	1
葡萄酒	二氧化硫	1
蔬菜	总酸	1
糖果	甜蜜素	1
大豆油	能量	1
菜籽油	能量	1
鲫鱼	钙	1
糕点	铅	1
糕点	镉	1
鸡精	食盐	1
腌腊肉	硝酸盐	1
核桃仁	灰分	1
核桃仁	铁	1
核桃仁	锌	1
核桃仁	碳水化合物	1
豇豆	碳水化合物	1
